# n_all=31921 n_agree=22689 n_disagree=9232
temp,rank,group,prob_ref,prob_target
0.4500,29,all,0.00005314,0.00002974
0.4500,29,agree,0.00001833,0.00000913
0.4500,29,disagree,0.00013868,0.00008040
0.4500,30,all,0.00004887,0.00002705
0.4500,30,agree,0.00001686,0.00000828
0.4500,30,disagree,0.00012752,0.00007317
0.4500,31,all,0.00004497,0.00002470
0.4500,31,agree,0.00001555,0.00000755
0.4500,31,disagree,0.00011727,0.00006683
0.4500,32,all,0.00004154,0.00002262
0.4500,32,agree,0.00001436,0.00000691
0.4500,32,disagree,0.00010833,0.00006125
0.4500,33,all,0.00003851,0.00002068
0.4500,33,agree,0.00001322,0.00000629
0.4500,33,disagree,0.00010066,0.00005604
0.4500,34,all,0.00003534,0.00001906
0.4500,34,agree,0.00001226,0.00000581
0.4500,34,disagree,0.00009207,0.00005164
0.4500,35,all,0.00003291,0.00001758
0.4500,35,agree,0.00001138,0.00000536
0.4500,35,disagree,0.00008582,0.00004761
0.4500,36,all,0.00003077,0.00001626
0.4500,36,agree,0.00001062,0.00000496
0.4500,36,disagree,0.00008028,0.00004403
0.4500,37,all,0.00002886,0.00001500
0.4500,37,agree,0.00000992,0.00000456
0.4500,37,disagree,0.00007540,0.00004066
0.4500,38,all,0.00002708,0.00001393
0.4500,38,agree,0.00000928,0.00000422
0.4500,38,disagree,0.00007083,0.00003777
0.4500,39,all,0.00002553,0.00001295
0.4500,39,agree,0.00000869,0.00000393
0.4500,39,disagree,0.00006693,0.00003513
0.4500,40,all,0.00002393,0.00001201
0.4500,40,agree,0.00000814,0.00000368
0.4500,40,disagree,0.00006273,0.00003250
0.4600,1,all,0.87001475,0.85013402
0.4600,1,agree,0.93309104,0.91885347
0.4600,1,disagree,0.71499550,0.68124584
0.4600,2,all,0.07771564,0.09319442
0.4600,2,agree,0.04499662,0.05671019
0.4600,2,disagree,0.15812743,0.18285979
0.4600,3,all,0.02295948,0.02674111
0.4600,3,agree,0.01054157,0.01274735
0.4600,3,disagree,0.05347832,0.06113283
0.4600,4,all,0.01009118,0.01146872
0.4600,4,agree,0.00416927,0.00490436
0.4600,4,disagree,0.02464515,0.02760160
0.4600,5,all,0.00547331,0.00594192
0.4600,5,agree,0.00215808,0.00236267
0.4600,5,disagree,0.01362097,0.01473845
0.4600,6,all,0.00330148,0.00347867
0.4600,6,agree,0.00126493,0.00131962
0.4600,6,disagree,0.00830663,0.00878485
0.4600,7,all,0.00215383,0.00221716
0.4600,7,agree,0.00081353,0.00081848
0.4600,7,disagree,0.00544784,0.00565462
0.4600,8,all,0.00149633,0.00147339
0.4600,8,agree,0.00055840,0.00051735
0.4600,8,disagree,0.00380142,0.00382301
0.4600,9,all,0.00108268,0.00103573
0.4600,9,agree,0.00039713,0.00035179
0.4600,9,disagree,0.00276753,0.00271663
0.4600,10,all,0.00081222,0.00074979
0.4600,10,agree,0.00029432,0.00025099
0.4600,10,disagree,0.00208504,0.00197566
0.4600,11,all,0.00063057,0.00056248
0.4600,11,agree,0.00022700,0.00018724
0.4600,11,disagree,0.00162239,0.00148469
0.4600,12,all,0.00050501,0.00043594
0.4600,12,agree,0.00017821,0.00014458
0.4600,12,disagree,0.00130816,0.00115198
0.4600,13,all,0.00041449,0.00034564
0.4600,13,agree,0.00014522,0.00011385
0.4600,13,disagree,0.00107626,0.00091529
0.4600,14,all,0.00034510,0.00027966
0.4600,14,agree,0.00011914,0.00009219
0.4600,14,disagree,0.00090044,0.00074039
0.4600,15,all,0.00028788,0.00022576
0.4600,15,agree,0.00009856,0.00007488
0.4600,15,disagree,0.00075316,0.00059656
0.4600,16,all,0.00024475,0.00018695
0.4600,16,agree,0.00008270,0.00006182
0.4600,16,disagree,0.00064299,0.00049448
0.4600,17,all,0.00020840,0.00015540
0.4600,17,agree,0.00007039,0.00005098
0.4600,17,disagree,0.00054759,0.00041203
0.4600,18,all,0.00017991,0.00013138
0.4600,18,agree,0.00006040,0.00004264
0.4600,18,disagree,0.00047363,0.00034947
0.4600,19,all,0.00015600,0.00011225
0.4600,19,agree,0.00005234,0.00003611
0.4600,19,disagree,0.00041077,0.00029937
0.4600,20,all,0.00013504,0.00009647
0.4600,20,agree,0.00004574,0.00003067
0.4600,20,disagree,0.00035451,0.00025818
0.4600,21,all,0.00011912,0.00008470
0.4600,21,agree,0.00004037,0.00002669
0.4600,21,disagree,0.00031264,0.00022726
0.4600,22,all,0.00010641,0.00007444
0.4600,22,agree,0.00003593,0.00002330
0.4600,22,disagree,0.00027963,0.00020012
0.4600,23,all,0.00009563,0.00006552
0.4600,23,agree,0.00003224,0.00002045
0.4600,23,disagree,0.00025142,0.00017627
0.4600,24,all,0.00008573,0.00005807
0.4600,24,agree,0.00002899,0.00001814
0.4600,24,disagree,0.00022518,0.00015621
0.4600,25,all,0.00007720,0.00005139
0.4600,25,agree,0.00002619,0.00001604
0.4600,25,disagree,0.00020255,0.00013829
0.4600,26,all,0.00007007,0.00004590
0.4600,26,agree,0.00002391,0.00001432
0.4600,26,disagree,0.00018351,0.00012353
0.4600,27,all,0.00006402,0.00004138
0.4600,27,agree,0.00002170,0.00001292
0.4600,27,disagree,0.00016801,0.00011131
0.4600,28,all,0.00005813,0.00003733
0.4600,28,agree,0.00001989,0.00001169
0.4600,28,disagree,0.00015211,0.00010037
0.4600,29,all,0.00005314,0.00003372
0.4600,29,agree,0.00001833,0.00001049
0.4600,29,disagree,0.00013868,0.00009081
0.4600,30,all,0.00004887,0.00003070
0.4600,30,agree,0.00001686,0.00000952
0.4600,30,disagree,0.00012752,0.00008275
0.4600,31,all,0.00004497,0.00002808
0.4600,31,agree,0.00001555,0.00000870
0.4600,31,disagree,0.00011727,0.00007570
0.4600,32,all,0.00004154,0.00002575
0.4600,32,agree,0.00001436,0.00000796
0.4600,32,disagree,0.00010833,0.00006947
0.4600,33,all,0.00003851,0.00002358
0.4600,33,agree,0.00001322,0.00000726
0.4600,33,disagree,0.00010066,0.00006367
0.4600,34,all,0.00003534,0.00002176
0.4600,34,agree,0.00001226,0.00000671
0.4600,34,disagree,0.00009207,0.00005875
0.4600,35,all,0.00003291,0.00002010
0.4600,35,agree,0.00001138,0.00000621
0.4600,35,disagree,0.00008582,0.00005424
0.4600,36,all,0.00003077,0.00001861
0.4600,36,agree,0.00001062,0.00000575
0.4600,36,disagree,0.00008028,0.00005023
0.4600,37,all,0.00002886,0.00001719
0.4600,37,agree,0.00000992,0.00000529
0.4600,37,disagree,0.00007540,0.00004644
0.4600,38,all,0.00002708,0.00001598
0.4600,38,agree,0.00000928,0.00000490
0.4600,38,disagree,0.00007083,0.00004319
0.4600,39,all,0.00002553,0.00001488
0.4600,39,agree,0.00000869,0.00000457
0.4600,39,disagree,0.00006693,0.00004021
0.4600,40,all,0.00002393,0.00001381
0.4600,40,agree,0.00000814,0.00000427
0.4600,40,disagree,0.00006273,0.00003725
0.4700,1,all,0.87001475,0.84676564
0.4700,1,agree,0.93309104,0.91658493
0.4700,1,disagree,0.71499550,0.67517442
0.4700,2,all,0.07771564,0.09431817
0.4700,2,agree,0.04499662,0.05777064
0.4700,2,disagree,0.15812743,0.18413910
0.4700,3,all,0.02295948,0.02740478
0.4700,3,agree,0.01054157,0.01319790
0.4700,3,disagree,0.05347832,0.06232027
0.4700,4,all,0.01009118,0.01187333
0.4700,4,agree,0.00416927,0.00513757
0.4700,4,disagree,0.02464515,0.02842745
0.4700,5,all,0.00547331,0.00620472
0.4700,5,agree,0.00215808,0.00249999
0.4700,5,disagree,0.01362097,0.01530965
0.4700,6,all,0.00330148,0.00365817
0.4700,6,agree,0.00126493,0.00140766
0.4700,6,disagree,0.00830663,0.00918914
0.4700,7,all,0.00215383,0.00234708
0.4700,7,agree,0.00081353,0.00087891
0.4700,7,disagree,0.00544784,0.00595532
0.4700,8,all,0.00149633,0.00156983
0.4700,8,agree,0.00055840,0.00055992
0.4700,8,disagree,0.00380142,0.00405181
0.4700,9,all,0.00108268,0.00110932
0.4700,9,agree,0.00039713,0.00038305
0.4700,9,disagree,0.00276753,0.00289426
0.4700,10,all,0.00081222,0.00080722
0.4700,10,agree,0.00029432,0.00027478
0.4700,10,disagree,0.00208504,0.00211577
0.4700,11,all,0.00063057,0.00060821
0.4700,11,agree,0.00022700,0.00020581
0.4700,11,disagree,0.00162239,0.00159717
0.4700,12,all,0.00050501,0.00047315
0.4700,12,agree,0.00017821,0.00015942
0.4700,12,disagree,0.00130816,0.00124421
0.4700,13,all,0.00041449,0.00037635
0.4700,13,agree,0.00014522,0.00012592
0.4700,13,disagree,0.00107626,0.00099181
0.4700,14,all,0.00034510,0.00030544
0.4700,14,agree,0.00011914,0.00010220
0.4700,14,disagree,0.00090044,0.00080493
0.4700,15,all,0.00028788,0.00024742
0.4700,15,agree,0.00009856,0.00008324
0.4700,15,disagree,0.00075316,0.00065091
0.4700,16,all,0.00024475,0.00020552
0.4700,16,agree,0.00008270,0.00006891
0.4700,16,disagree,0.00064299,0.00054126
0.4700,17,all,0.00020840,0.00017135
0.4700,17,agree,0.00007039,0.00005701
0.4700,17,disagree,0.00054759,0.00045236
0.4700,18,all,0.00017991,0.00014525
0.4700,18,agree,0.00006040,0.00004782
0.4700,18,disagree,0.00047363,0.00038471
0.4700,19,all,0.00015600,0.00012439
0.4700,19,agree,0.00005234,0.00004059
0.4700,19,disagree,0.00041077,0.00033032
0.4700,20,all,0.00013504,0.00010717
0.4700,20,agree,0.00004574,0.00003458
0.4700,20,disagree,0.00035451,0.00028556
0.4700,21,all,0.00011912,0.00009425
0.4700,21,agree,0.00004037,0.00003014
0.4700,21,disagree,0.00031264,0.00025178
0.4700,22,all,0.00010641,0.00008299
0.4700,22,agree,0.00003593,0.00002636
0.4700,22,disagree,0.00027963,0.00022216
0.4700,23,all,0.00009563,0.00007320
0.4700,23,agree,0.00003224,0.00002319
0.4700,23,disagree,0.00025142,0.00019612
0.4700,24,all,0.00008573,0.00006499
0.4700,24,agree,0.00002899,0.00002059
0.4700,24,disagree,0.00022518,0.00017411
0.4700,25,all,0.00007720,0.00005764
0.4700,25,agree,0.00002619,0.00001824
0.4700,25,disagree,0.00020255,0.00015446
0.4700,26,all,0.00007007,0.00005157
0.4700,26,agree,0.00002391,0.00001631
0.4700,26,disagree,0.00018351,0.00013823
0.4700,27,all,0.00006402,0.00004656
0.4700,27,agree,0.00002170,0.00001474
0.4700,27,disagree,0.00016801,0.00012475
0.4700,28,all,0.00005813,0.00004207
0.4700,28,agree,0.00001989,0.00001334
0.4700,28,disagree,0.00015211,0.00011268
0.4700,29,all,0.00005314,0.00003805
0.4700,29,agree,0.00001833,0.00001200
0.4700,29,disagree,0.00013868,0.00010210
0.4700,30,all,0.00004887,0.00003470
0.4700,30,agree,0.00001686,0.00001091
0.4700,30,disagree,0.00012752,0.00009317
0.4700,31,all,0.00004497,0.00003178
0.4700,31,agree,0.00001555,0.00000998
0.4700,31,disagree,0.00011727,0.00008535
0.4700,32,all,0.00004154,0.00002918
0.4700,32,agree,0.00001436,0.00000915
0.4700,32,disagree,0.00010833,0.00007843
0.4700,33,all,0.00003851,0.00002676
0.4700,33,agree,0.00001322,0.00000835
0.4700,33,disagree,0.00010066,0.00007200
0.4700,34,all,0.00003534,0.00002473
0.4700,34,agree,0.00001226,0.00000772
0.4700,34,disagree,0.00009207,0.00006652
0.4700,35,all,0.00003291,0.00002287
0.4700,35,agree,0.00001138,0.00000715
0.4700,35,disagree,0.00008582,0.00006150
0.4700,36,all,0.00003077,0.00002120
0.4700,36,agree,0.00001062,0.00000663
0.4700,36,disagree,0.00008028,0.00005702
0.4700,37,all,0.00002886,0.00001961
0.4700,37,agree,0.00000992,0.00000611
0.4700,37,disagree,0.00007540,0.00005278
0.4700,38,all,0.00002708,0.00001824
0.4700,38,agree,0.00000928,0.00000567
0.4700,38,disagree,0.00007083,0.00004914
0.4700,39,all,0.00002553,0.00001700
0.4700,39,agree,0.00000869,0.00000529
0.4700,39,disagree,0.00006693,0.00004580
0.4700,40,all,0.00002393,0.00001580
0.4700,40,agree,0.00000814,0.00000495
0.4700,40,disagree,0.00006273,0.00004248
0.4800,1,all,0.87001475,0.84339031
0.4800,1,agree,0.93309104,0.91429351
0.4800,1,disagree,0.71499550,0.66913526
0.4800,2,all,0.07771564,0.09541235
0.4800,2,agree,0.04499662,0.05882026
0.4800,2,disagree,0.15812743,0.18534282
0.4800,3,all,0.02295948,0.02806173
0.4800,3,agree,0.01054157,0.01365106
0.4800,3,disagree,0.05347832,0.06347806
0.4800,4,all,0.01009118,0.01227814
0.4800,4,agree,0.00416927,0.00537488
0.4800,4,disagree,0.02464515,0.02924391
0.4800,5,all,0.00547331,0.00646990
0.4800,5,agree,0.00215808,0.00264101
0.4800,5,disagree,0.01362097,0.01587996
0.4800,6,all,0.00330148,0.00384062
0.4800,6,agree,0.00126493,0.00149877
0.4800,6,disagree,0.00830663,0.00959607
0.4800,7,all,0.00215383,0.00247992
0.4800,7,agree,0.00081353,0.00094182
0.4800,7,disagree,0.00544784,0.00626002
0.4800,8,all,0.00149633,0.00166900
0.4800,8,agree,0.00055840,0.00060453
0.4800,8,disagree,0.00380142,0.00428509
0.4800,9,all,0.00108268,0.00118539
0.4800,9,agree,0.00039713,0.00041599
0.4800,9,disagree,0.00276753,0.00307630
0.4800,10,all,0.00081222,0.00086687
0.4800,10,agree,0.00029432,0.00029997
0.4800,10,disagree,0.00208504,0.00226010
0.4800,11,all,0.00063057,0.00065591
0.4800,11,agree,0.00022700,0.00022556
0.4800,11,disagree,0.00162239,0.00171356
0.4800,12,all,0.00050501,0.00051211
0.4800,12,agree,0.00017821,0.00017525
0.4800,12,disagree,0.00130816,0.00134000
0.4800,13,all,0.00041449,0.00040860
0.4800,13,agree,0.00014522,0.00013884
0.4800,13,disagree,0.00107626,0.00107157
0.4800,14,all,0.00034510,0.00033260
0.4800,14,agree,0.00011914,0.00011295
0.4800,14,disagree,0.00090044,0.00087242
0.4800,15,all,0.00028788,0.00027031
0.4800,15,agree,0.00009856,0.00009223
0.4800,15,disagree,0.00075316,0.00070795
0.4800,16,all,0.00024475,0.00022519
0.4800,16,agree,0.00008270,0.00007656
0.4800,16,disagree,0.00064299,0.00059049
0.4800,17,all,0.00020840,0.00018831
0.4800,17,agree,0.00007039,0.00006355
0.4800,17,disagree,0.00054759,0.00049495
0.4800,18,all,0.00017991,0.00016004
0.4800,18,agree,0.00006040,0.00005344
0.4800,18,disagree,0.00047363,0.00042201
0.4800,19,all,0.00015600,0.00013736
0.4800,19,agree,0.00005234,0.00004547
0.4800,19,disagree,0.00041077,0.00036317
0.4800,20,all,0.00013504,0.00011862
0.4800,20,agree,0.00004574,0.00003884
0.4800,20,disagree,0.00035451,0.00031469
0.4800,21,all,0.00011912,0.00010449
0.4800,21,agree,0.00004037,0.00003392
0.4800,21,disagree,0.00031264,0.00027792
0.4800,22,all,0.00010641,0.00009217
0.4800,22,agree,0.00003593,0.00002971
0.4800,22,disagree,0.00027963,0.00024570
0.4800,23,all,0.00009563,0.00008147
0.4800,23,agree,0.00003224,0.00002619
0.4800,23,disagree,0.00025142,0.00021735
0.4800,24,all,0.00008573,0.00007246
0.4800,24,agree,0.00002899,0.00002329
0.4800,24,disagree,0.00022518,0.00019330
0.4800,25,all,0.00007720,0.00006439
0.4800,25,agree,0.00002619,0.00002067
0.4800,25,disagree,0.00020255,0.00017184
0.4800,26,all,0.00007007,0.00005771
0.4800,26,agree,0.00002391,0.00001851
0.4800,26,disagree,0.00018351,0.00015405
0.4800,27,all,0.00006402,0.00005217
0.4800,27,agree,0.00002170,0.00001674
0.4800,27,disagree,0.00016801,0.00013923
0.4800,28,all,0.00005813,0.00004721
0.4800,28,agree,0.00001989,0.00001517
0.4800,28,disagree,0.00015211,0.00012597
0.4800,29,all,0.00005314,0.00004277
0.4800,29,agree,0.00001833,0.00001367
0.4800,29,disagree,0.00013868,0.00011431
0.4800,30,all,0.00004887,0.00003905
0.4800,30,agree,0.00001686,0.00001244
0.4800,30,disagree,0.00012752,0.00010445
0.4800,31,all,0.00004497,0.00003581
0.4800,31,agree,0.00001555,0.00001140
0.4800,31,disagree,0.00011727,0.00009581
0.4800,32,all,0.00004154,0.00003293
0.4800,32,agree,0.00001436,0.00001046
0.4800,32,disagree,0.00010833,0.00008815
0.4800,33,all,0.00003851,0.00003024
0.4800,33,agree,0.00001322,0.00000957
0.4800,33,disagree,0.00010066,0.00008105
0.4800,34,all,0.00003534,0.00002797
0.4800,34,agree,0.00001226,0.00000885
0.4800,34,disagree,0.00009207,0.00007497
0.4800,35,all,0.00003291,0.00002590
0.4800,35,agree,0.00001138,0.00000820
0.4800,35,disagree,0.00008582,0.00006941
0.4800,36,all,0.00003077,0.00002404
0.4800,36,agree,0.00001062,0.00000761
0.4800,36,disagree,0.00008028,0.00006442
0.4800,37,all,0.00002886,0.00002226
0.4800,37,agree,0.00000992,0.00000702
0.4800,37,disagree,0.00007540,0.00005971
0.4800,38,all,0.00002708,0.00002073
0.4800,38,agree,0.00000928,0.00000652
0.4800,38,disagree,0.00007083,0.00005565
0.4800,39,all,0.00002553,0.00001934
0.4800,39,agree,0.00000869,0.00000609
0.4800,39,disagree,0.00006693,0.00005191
0.4800,40,all,0.00002393,0.00001800
0.4800,40,agree,0.00000814,0.00000570
0.4800,40,disagree,0.00006273,0.00004822
0.4900,1,all,0.87001475,0.84000794
0.4900,1,agree,0.93309104,0.91197917
0.4900,1,disagree,0.71499550,0.66312805
0.4900,2,all,0.07771564,0.09647731
0.4900,2,agree,0.04499662,0.05985880
0.4900,2,disagree,0.15812743,0.18647267
0.4900,3,all,0.02295948,0.02871169
0.4900,3,agree,0.01054157,0.01410655
0.4900,3,disagree,0.05347832,0.06460596
0.4900,4,all,0.01009118,0.01268285
0.4900,4,agree,0.00416927,0.00561614
0.4900,4,disagree,0.02464515,0.03005033
0.4900,5,all,0.00547331,0.00673721
0.4900,5,agree,0.00215808,0.00278567
0.4900,5,disagree,0.01362097,0.01644872
0.4900,6,all,0.00330148,0.00402583
0.4900,6,agree,0.00126493,0.00159290
0.4900,6,disagree,0.00830663,0.01000512
0.4900,7,all,0.00215383,0.00261555
0.4900,7,agree,0.00081353,0.00100720
0.4900,7,disagree,0.00544784,0.00656830
0.4900,8,all,0.00149633,0.00177083
0.4900,8,agree,0.00055840,0.00065119
0.4900,8,disagree,0.00380142,0.00452252
0.4900,9,all,0.00108268,0.00126387
0.4900,9,agree,0.00039713,0.00045064
0.4900,9,disagree,0.00276753,0.00326252
0.4900,10,all,0.00081222,0.00092870
0.4900,10,agree,0.00029432,0.00032660
0.4900,10,disagree,0.00208504,0.00240847
0.4900,11,all,0.00063057,0.00070555
0.4900,11,agree,0.00022700,0.00024651
0.4900,11,disagree,0.00162239,0.00183372
0.4900,12,all,0.00050501,0.00055280
0.4900,12,agree,0.00017821,0.00019210
0.4900,12,disagree,0.00130816,0.00143927
0.4900,13,all,0.00041449,0.00044238
0.4900,13,agree,0.00014522,0.00015263
0.4900,13,disagree,0.00107626,0.00115451
0.4900,14,all,0.00034510,0.00036114
0.4900,14,agree,0.00011914,0.00012446
0.4900,14,disagree,0.00090044,0.00094282
0.4900,15,all,0.00028788,0.00029443
0.4900,15,agree,0.00009856,0.00010189
0.4900,15,disagree,0.00075316,0.00076764
0.4900,16,all,0.00024475,0.00024599
0.4900,16,agree,0.00008270,0.00008479
0.4900,16,disagree,0.00064299,0.00064217
0.4900,17,all,0.00020840,0.00020629
0.4900,17,agree,0.00007039,0.00007060
0.4900,17,disagree,0.00054759,0.00053978
0.4900,18,all,0.00017991,0.00017575
0.4900,18,agree,0.00006040,0.00005952
0.4900,18,disagree,0.00047363,0.00046139
0.4900,19,all,0.00015600,0.00015117
0.4900,19,agree,0.00005234,0.00005076
0.4900,19,disagree,0.00041077,0.00039793
0.4900,20,all,0.00013504,0.00013085
0.4900,20,agree,0.00004574,0.00004347
0.4900,20,disagree,0.00035451,0.00034559
0.4900,21,all,0.00011912,0.00011544
0.4900,21,agree,0.00004037,0.00003803
0.4900,21,disagree,0.00031264,0.00030569
0.4900,22,all,0.00010641,0.00010201
0.4900,22,agree,0.00003593,0.00003336
0.4900,22,disagree,0.00027963,0.00027074
0.4900,23,all,0.00009563,0.00009035
0.4900,23,agree,0.00003224,0.00002946
0.4900,23,disagree,0.00025142,0.00023998
0.4900,24,all,0.00008573,0.00008049
0.4900,24,agree,0.00002899,0.00002624
0.4900,24,disagree,0.00022518,0.00021380
0.4900,25,all,0.00007720,0.00007166
0.4900,25,agree,0.00002619,0.00002333
0.4900,25,disagree,0.00020255,0.00019043
0.4900,26,all,0.00007007,0.00006434
0.4900,26,agree,0.00002391,0.00002093
0.4900,26,disagree,0.00018351,0.00017102
0.4900,27,all,0.00006402,0.00005823
0.4900,27,agree,0.00002170,0.00001894
0.4900,27,disagree,0.00016801,0.00015478
0.4900,28,all,0.00005813,0.00005278
0.4900,28,agree,0.00001989,0.00001718
0.4900,28,disagree,0.00015211,0.00014027
0.4900,29,all,0.00005314,0.00004789
0.4900,29,agree,0.00001833,0.00001551
0.4900,29,disagree,0.00013868,0.00012747
0.4900,30,all,0.00004887,0.00004378
0.4900,30,agree,0.00001686,0.00001414
0.4900,30,disagree,0.00012752,0.00011662
0.4900,31,all,0.00004497,0.00004020
0.4900,31,agree,0.00001555,0.00001297
0.4900,31,disagree,0.00011727,0.00010711
0.4900,32,all,0.00004154,0.00003700
0.4900,32,agree,0.00001436,0.00001191
0.4900,32,disagree,0.00010833,0.00009867
0.4900,33,all,0.00003851,0.00003403
0.4900,33,agree,0.00001322,0.00001091
0.4900,33,disagree,0.00010066,0.00009085
0.4900,34,all,0.00003534,0.00003152
0.4900,34,agree,0.00001226,0.00001010
0.4900,34,disagree,0.00009207,0.00008414
0.4900,35,all,0.00003291,0.00002922
0.4900,35,agree,0.00001138,0.00000937
0.4900,35,disagree,0.00008582,0.00007800
0.4900,36,all,0.00003077,0.00002714
0.4900,36,agree,0.00001062,0.00000870
0.4900,36,disagree,0.00008028,0.00007248
0.4900,37,all,0.00002886,0.00002516
0.4900,37,agree,0.00000992,0.00000804
0.4900,37,disagree,0.00007540,0.00006725
0.4900,38,all,0.00002708,0.00002346
0.4900,38,agree,0.00000928,0.00000747
0.4900,38,disagree,0.00007083,0.00006274
0.4900,39,all,0.00002553,0.00002191
0.4900,39,agree,0.00000869,0.00000698
0.4900,39,disagree,0.00006693,0.00005859
0.4900,40,all,0.00002393,0.00002041
0.4900,40,agree,0.00000814,0.00000654
0.4900,40,disagree,0.00006273,0.00005449
0.5000,1,all,0.87001475,0.83661841
0.5000,1,agree,0.93309104,0.90964186
0.5000,1,disagree,0.71499550,0.65715251
0.5000,2,all,0.07771564,0.09751337
0.5000,2,agree,0.04499662,0.06088608
0.5000,2,disagree,0.15812743,0.18753032
0.5000,3,all,0.02295948,0.02935440
0.5000,3,agree,0.01054157,0.01456410
0.5000,3,disagree,0.05347832,0.06570375
0.5000,4,all,0.01009118,0.01308716
0.5000,4,agree,0.00416927,0.00586119
0.5000,4,disagree,0.02464515,0.03084607
0.5000,5,all,0.00547331,0.00700642
0.5000,5,agree,0.00215808,0.00293386
0.5000,5,disagree,0.01362097,0.01701532
0.5000,6,all,0.00330148,0.00421364
0.5000,6,agree,0.00126493,0.00169003
0.5000,6,disagree,0.00830663,0.01041578
0.5000,7,all,0.00215383,0.00275385
0.5000,7,agree,0.00081353,0.00107505
0.5000,7,disagree,0.00544784,0.00687976
0.5000,8,all,0.00149633,0.00187523
0.5000,8,agree,0.00055840,0.00069990
0.5000,8,disagree,0.00380142,0.00476379
0.5000,9,all,0.00108268,0.00134472
0.5000,9,agree,0.00039713,0.00048700
0.5000,9,disagree,0.00276753,0.00345269
0.5000,10,all,0.00081222,0.00099269
0.5000,10,agree,0.00029432,0.00035467
0.5000,10,disagree,0.00208504,0.00256071
0.5000,11,all,0.00063057,0.00075712
0.5000,11,agree,0.00022700,0.00026868
0.5000,11,disagree,0.00162239,0.00195753
0.5000,12,all,0.00050501,0.00059520
0.5000,12,agree,0.00017821,0.00020999
0.5000,12,disagree,0.00130816,0.00154191
0.5000,13,all,0.00041449,0.00047771
0.5000,13,agree,0.00014522,0.00016732
0.5000,13,disagree,0.00107626,0.00124054
0.5000,14,all,0.00034510,0.00039106
0.5000,14,agree,0.00011914,0.00013675
0.5000,14,disagree,0.00090044,0.00101607
0.5000,15,all,0.00028788,0.00031981
0.5000,15,agree,0.00009856,0.00011223
0.5000,15,disagree,0.00075316,0.00082997
0.5000,16,all,0.00024475,0.00026792
0.5000,16,agree,0.00008270,0.00009362
0.5000,16,disagree,0.00064299,0.00069628
0.5000,17,all,0.00020840,0.00022530
0.5000,17,agree,0.00007039,0.00007819
0.5000,17,disagree,0.00054759,0.00058685
0.5000,18,all,0.00017991,0.00019240
0.5000,18,agree,0.00006040,0.00006609
0.5000,18,disagree,0.00047363,0.00050284
0.5000,19,all,0.00015600,0.00016584
0.5000,19,agree,0.00005234,0.00005649
0.5000,19,disagree,0.00041077,0.00043460
0.5000,20,all,0.00013504,0.00014386
0.5000,20,agree,0.00004574,0.00004849
0.5000,20,disagree,0.00035451,0.00037825
0.5000,21,all,0.00011912,0.00012712
0.5000,21,agree,0.00004037,0.00004250
0.5000,21,disagree,0.00031264,0.00033510
0.5000,22,all,0.00010641,0.00011253
0.5000,22,agree,0.00003593,0.00003734
0.5000,22,disagree,0.00027963,0.00029732
0.5000,23,all,0.00009563,0.00009985
0.5000,23,agree,0.00003224,0.00003303
0.5000,23,disagree,0.00025142,0.00026405
0.5000,24,all,0.00008573,0.00008909
0.5000,24,agree,0.00002899,0.00002947
0.5000,24,disagree,0.00022518,0.00023562
0.5000,25,all,0.00007720,0.00007947
0.5000,25,agree,0.00002619,0.00002624
0.5000,25,disagree,0.00020255,0.00021027
0.5000,26,all,0.00007007,0.00007146
0.5000,26,agree,0.00002391,0.00002357
0.5000,26,disagree,0.00018351,0.00018915
0.5000,27,all,0.00006402,0.00006476
0.5000,27,agree,0.00002170,0.00002136
0.5000,27,disagree,0.00016801,0.00017143
0.5000,28,all,0.00005813,0.00005878
0.5000,28,agree,0.00001989,0.00001939
0.5000,28,disagree,0.00015211,0.00015560
0.5000,29,all,0.00005314,0.00005342
0.5000,29,agree,0.00001833,0.00001754
0.5000,29,disagree,0.00013868,0.00014159
0.5000,30,all,0.00004887,0.00004889
0.5000,30,agree,0.00001686,0.00001601
0.5000,30,disagree,0.00012752,0.00012970
0.5000,31,all,0.00004497,0.00004495
0.5000,31,agree,0.00001555,0.00001470
0.5000,31,disagree,0.00011727,0.00011928
0.5000,32,all,0.00004154,0.00004142
0.5000,32,agree,0.00001436,0.00001351
0.5000,32,disagree,0.00010833,0.00011001
0.5000,33,all,0.00003851,0.00003814
0.5000,33,agree,0.00001322,0.00001240
0.5000,33,disagree,0.00010066,0.00010143
0.5000,34,all,0.00003534,0.00003536
0.5000,34,agree,0.00001226,0.00001149
0.5000,34,disagree,0.00009207,0.00009404
0.5000,35,all,0.00003291,0.00003282
0.5000,35,agree,0.00001138,0.00001066
0.5000,35,disagree,0.00008582,0.00008728
0.5000,36,all,0.00003077,0.00003053
0.5000,36,agree,0.00001062,0.00000991
0.5000,36,disagree,0.00008028,0.00008119
0.5000,37,all,0.00002886,0.00002833
0.5000,37,agree,0.00000992,0.00000917
0.5000,37,disagree,0.00007540,0.00007542
0.5000,38,all,0.00002708,0.00002644
0.5000,38,agree,0.00000928,0.00000853
0.5000,38,disagree,0.00007083,0.00007044
0.5000,39,all,0.00002553,0.00002471
0.5000,39,agree,0.00000869,0.00000798
0.5000,39,disagree,0.00006693,0.00006584
0.5000,40,all,0.00002393,0.00002305
